ds,yhat,yhat_lower,yhat_upper,y,categorie,type
2025-12-15,20.7,3.1,38.5,20.0,Ordinateurs,historique
2025-12-16,18.0,0.6,36.8,27.0,Ordinateurs,historique
2025-12-17,19.2,1.7,37.2,27.0,Ordinateurs,historique
2025-12-18,18.8,1.1,36.6,28.0,Ordinateurs,historique
2025-12-19,18.4,1.3,36.2,24.0,Ordinateurs,historique
2025-12-20,19.9,2.5,38.6,24.0,Ordinateurs,historique
2025-12-21,20.4,2.6,38.2,29.0,Ordinateurs,historique
2025-12-22,21.0,2.3,39.3,26.0,Ordinateurs,historique
2025-12-23,18.3,-0.4,36.9,27.0,Ordinateurs,historique
2025-12-24,19.6,0.9,37.9,18.0,Ordinateurs,historique
2025-12-25,19.1,1.3,36.9,29.0,Ordinateurs,historique
2025-12-26,18.7,-0.6,35.9,30.0,Ordinateurs,historique
2025-12-27,20.3,3.4,39.0,13.0,Ordinateurs,historique
2025-12-28,20.8,1.8,39.0,25.0,Ordinateurs,historique
2025-12-29,21.4,2.7,40.4,21.0,Ordinateurs,historique
2025-12-30,18.7,0.9,37.7,32.0,Ordinateurs,historique
2025-12-31,20.0,1.3,38.3,29.0,Ordinateurs,historique
2026-01-01,19.5,0.1,37.5,17.0,Ordinateurs,historique
2026-01-02,19.1,0.6,36.4,13.0,Ordinateurs,historique
2026-01-03,20.7,1.5,38.9,13.0,Ordinateurs,historique
2026-01-04,21.1,1.6,39.6,13.0,Ordinateurs,historique
2026-01-05,21.8,2.7,38.0,16.0,Ordinateurs,historique
2026-01-06,19.1,1.6,37.3,15.0,Ordinateurs,historique
2026-01-07,20.4,2.7,39.7,9.0,Ordinateurs,historique
2026-01-08,19.9,2.0,38.8,21.0,Ordinateurs,historique
2026-01-09,19.6,1.6,37.3,9.0,Ordinateurs,historique
2026-01-10,21.1,3.0,41.3,13.0,Ordinateurs,historique
2026-01-11,21.6,3.8,40.5,19.0,Ordinateurs,historique
2026-01-12,22.2,3.7,39.6,18.0,Ordinateurs,historique
2026-01-13,19.6,2.0,38.6,10.0,Ordinateurs,historique
2026-01-14,20.8,3.6,39.4,19.0,Ordinateurs,historique
2026-01-15,20.4,2.9,38.6,13.0,Ordinateurs,historique
2026-01-16,20.0,0.4,37.4,19.0,Ordinateurs,historique
2026-01-17,21.6,2.2,39.8,10.0,Ordinateurs,historique
2026-01-18,22.0,5.4,40.9,5.0,Ordinateurs,historique
2026-01-19,22.7,3.8,40.9,19.0,Ordinateurs,historique
2026-01-20,20.0,0.4,39.6,20.0,Ordinateurs,historique
2026-01-21,21.3,2.5,39.3,14.0,Ordinateurs,historique
2026-01-22,20.8,2.8,38.7,10.0,Ordinateurs,historique
2026-01-23,20.5,1.8,37.3,14.0,Ordinateurs,historique
2026-01-24,22.1,4.6,40.2,18.0,Ordinateurs,historique
2026-01-25,22.5,3.1,40.4,18.0,Ordinateurs,historique
2026-01-26,23.2,5.3,41.6,20.0,Ordinateurs,historique
2026-01-27,20.5,2.1,38.7,17.0,Ordinateurs,historique
2026-01-28,21.8,3.4,40.2,14.0,Ordinateurs,historique
2026-01-29,21.3,4.1,40.0,23.0,Ordinateurs,historique
2026-01-30,21.0,1.8,40.0,15.0,Ordinateurs,historique
2026-01-31,22.5,4.7,41.1,15.0,Ordinateurs,historique
2026-02-01,23.0,4.2,40.5,16.0,Ordinateurs,historique
2026-02-02,23.7,5.6,42.2,19.0,Ordinateurs,historique
2026-02-03,21.0,2.8,39.6,16.0,Ordinateurs,historique
2026-02-04,22.3,2.3,39.9,13.0,Ordinateurs,historique
2026-02-05,21.8,4.0,40.2,9.0,Ordinateurs,historique
2026-02-06,21.5,2.9,39.6,6.0,Ordinateurs,historique
2026-02-07,23.1,4.8,41.3,14.0,Ordinateurs,historique
2026-02-08,23.5,4.8,41.1,12.0,Ordinateurs,historique
2026-02-09,24.2,5.2,42.9,13.0,Ordinateurs,historique
2026-02-10,21.5,3.4,39.1,42.0,Ordinateurs,historique
2026-02-11,22.8,5.5,41.8,50.0,Ordinateurs,historique
2026-02-12,22.4,4.7,40.3,58.0,Ordinateurs,historique
2026-02-13,22.0,3.3,40.9,46.0,Ordinateurs,historique
2026-02-14,23.6,5.9,41.1,56.0,Ordinateurs,historique
2026-02-15,24.1,5.2,42.8,44.0,Ordinateurs,historique
2026-02-16,24.8,6.6,42.8,57.0,Ordinateurs,historique
2026-02-17,22.1,3.6,40.9,27.0,Ordinateurs,historique
2026-02-18,23.4,4.0,41.3,16.0,Ordinateurs,historique
2026-02-19,22.9,4.7,40.1,9.0,Ordinateurs,historique
2026-02-20,22.6,4.5,41.2,18.0,Ordinateurs,historique
2026-02-21,24.2,6.6,43.2,18.0,Ordinateurs,historique
2026-02-22,24.7,5.9,43.6,18.0,Ordinateurs,historique
2026-02-23,25.3,6.1,44.4,32.0,Ordinateurs,historique
2026-02-24,22.7,5.1,41.6,14.0,Ordinateurs,historique
2026-02-25,24.0,6.2,41.1,15.0,Ordinateurs,historique
2026-02-26,23.5,5.8,41.1,2.0,Ordinateurs,historique
2026-02-27,23.2,4.3,41.7,21.0,Ordinateurs,historique
2026-02-28,24.8,6.1,42.3,11.0,Ordinateurs,historique
2026-03-01,25.3,6.8,43.8,17.0,Ordinateurs,historique
2026-03-02,25.9,8.8,44.4,10.0,Ordinateurs,historique
2026-03-03,23.3,6.0,41.8,20.0,Ordinateurs,historique
2026-03-04,24.6,5.7,41.9,24.0,Ordinateurs,historique
2026-03-05,24.2,5.4,41.7,18.0,Ordinateurs,historique
2026-03-06,23.8,6.7,42.0,12.0,Ordinateurs,historique
2026-03-07,25.4,6.3,44.5,12.0,Ordinateurs,historique
2026-03-08,25.9,7.4,44.3,19.0,Ordinateurs,historique
2026-03-09,26.6,8.1,44.4,8.0,Ordinateurs,historique
2026-03-10,24.0,5.3,42.4,24.0,Ordinateurs,historique
2026-03-11,25.2,7.4,42.7,25.0,Ordinateurs,historique
2026-03-12,24.8,6.4,44.1,21.0,Ordinateurs,historique
2026-03-13,24.5,7.1,43.2,17.0,Ordinateurs,historique
2026-03-14,26.1,8.5,44.4,20.0,Ordinateurs,historique
2026-03-15,26.5,7.3,43.6,10.0,Ordinateurs,historique
2026-03-16,27.2,9.7,46.2,17.0,Ordinateurs,historique
2026-03-17,24.6,5.8,42.2,18.0,Ordinateurs,historique
2026-03-18,25.9,7.5,44.4,65.0,Ordinateurs,historique
2026-03-19,25.5,6.0,43.4,56.0,Ordinateurs,historique
2026-03-20,25.1,8.1,44.5,48.0,Ordinateurs,historique
2026-03-21,26.8,8.9,45.8,46.0,Ordinateurs,historique
2026-03-22,27.2,9.7,46.4,42.0,Ordinateurs,historique
2026-03-23,27.9,9.5,46.3,41.0,Ordinateurs,historique
2026-03-24,25.3,6.9,43.7,31.0,Ordinateurs,historique
2026-03-25,26.6,7.4,45.3,52.0,Ordinateurs,historique
2026-03-26,26.1,8.2,44.0,21.0,Ordinateurs,historique
2026-03-27,25.8,6.8,43.7,24.0,Ordinateurs,historique
2026-03-28,27.4,8.8,45.4,31.0,Ordinateurs,historique
2026-03-29,27.9,8.8,45.8,16.0,Ordinateurs,historique
2026-03-30,28.6,10.3,46.9,13.0,Ordinateurs,historique
2026-03-31,26.0,8.4,44.7,12.0,Ordinateurs,historique
2026-04-01,27.3,9.5,45.9,52.0,Ordinateurs,historique
2026-04-02,26.8,9.5,45.3,59.0,Ordinateurs,historique
2026-04-03,26.5,8.7,45.2,56.0,Ordinateurs,historique
2026-04-04,28.1,9.1,44.8,57.0,Ordinateurs,historique
2026-04-05,28.6,10.6,47.1,53.0,Ordinateurs,historique
2026-04-06,29.3,11.4,48.1,53.0,Ordinateurs,historique
2026-04-07,26.7,8.3,46.0,42.0,Ordinateurs,historique
2026-04-08,28.0,9.4,47.0,14.0,Ordinateurs,historique
2026-04-09,27.5,9.9,44.9,30.0,Ordinateurs,historique
2026-04-10,27.2,8.2,46.3,24.0,Ordinateurs,historique
2026-04-11,28.8,10.3,46.5,17.0,Ordinateurs,historique
2026-04-12,29.3,10.0,49.6,27.0,Ordinateurs,historique
2026-04-13,30.0,11.1,47.2,17.0,Ordinateurs,historique
2026-04-14,27.4,10.3,46.2,19.0,Ordinateurs,historique
2026-04-15,28.7,10.6,46.1,19.0,Ordinateurs,historique
2026-04-16,28.2,10.2,45.8,10.0,Ordinateurs,historique
2026-04-17,27.9,9.1,47.1,18.0,Ordinateurs,historique
2026-04-18,29.5,10.9,47.5,16.0,Ordinateurs,historique
2026-04-19,30.0,12.8,49.8,17.0,Ordinateurs,historique
2026-04-20,30.7,12.7,50.5,15.0,Ordinateurs,historique
2026-04-21,28.1,10.3,45.7,33.0,Ordinateurs,historique
2026-04-22,29.4,10.7,47.3,17.0,Ordinateurs,historique
2026-04-23,29.0,10.2,49.1,17.0,Ordinateurs,historique
2026-04-24,28.6,10.8,46.0,9.0,Ordinateurs,historique
2026-04-25,30.3,10.3,47.3,21.0,Ordinateurs,historique
2026-04-26,30.8,12.6,48.8,27.0,Ordinateurs,historique
2026-04-27,31.5,13.7,49.9,23.0,Ordinateurs,historique
2026-04-28,28.8,11.8,46.9,16.0,Ordinateurs,historique
2026-04-29,30.1,11.2,48.7,24.0,Ordinateurs,historique
2026-04-30,29.7,11.7,48.1,17.0,Ordinateurs,historique
2026-05-01,29.4,11.0,48.8,13.0,Ordinateurs,historique
2026-05-02,31.0,12.5,49.7,24.0,Ordinateurs,historique
2026-05-03,31.5,14.5,50.1,18.0,Ordinateurs,historique
2026-05-04,32.2,15.2,49.7,12.0,Ordinateurs,historique
2026-05-05,29.6,12.3,48.7,20.0,Ordinateurs,historique
2026-05-06,30.9,11.9,49.4,16.0,Ordinateurs,historique
2026-05-07,30.5,10.9,48.2,34.0,Ordinateurs,historique
2026-05-08,30.1,11.2,48.9,14.0,Ordinateurs,historique
2026-05-09,31.8,13.3,49.6,16.0,Ordinateurs,historique
2026-05-10,32.2,12.6,49.5,21.0,Ordinateurs,historique
2026-05-11,32.9,14.5,52.2,18.0,Ordinateurs,historique
2026-05-12,30.3,12.0,48.7,21.0,Ordinateurs,historique
2026-05-13,31.6,13.1,48.7,26.0,Ordinateurs,historique
2026-05-14,31.2,13.6,49.1,18.0,Ordinateurs,historique
2026-05-15,30.9,11.9,48.0,18.0,Ordinateurs,historique
2026-05-16,32.5,14.5,51.0,33.0,Ordinateurs,historique
2026-05-17,33.0,13.9,52.0,20.0,Ordinateurs,historique
2026-05-18,33.7,15.2,52.4,25.0,Ordinateurs,historique
2026-05-19,31.1,11.9,49.3,22.0,Ordinateurs,historique
2026-05-20,32.4,13.7,51.7,15.0,Ordinateurs,historique
2026-05-21,31.9,13.5,50.3,24.0,Ordinateurs,historique
2026-05-22,31.6,11.8,49.7,22.0,Ordinateurs,historique
2026-05-23,33.2,14.9,52.4,19.0,Ordinateurs,historique
2026-05-24,33.7,15.0,52.6,21.0,Ordinateurs,historique
2026-05-25,34.4,17.5,53.3,33.0,Ordinateurs,historique
2026-05-26,31.8,14.0,50.2,44.0,Ordinateurs,historique
2026-05-27,33.1,14.1,50.7,46.0,Ordinateurs,historique
2026-05-28,32.7,14.3,52.1,44.0,Ordinateurs,historique
2026-05-29,32.3,14.1,52.5,61.0,Ordinateurs,historique
2026-05-30,34.0,15.4,51.7,52.0,Ordinateurs,historique
2026-05-31,34.5,16.4,53.5,46.0,Ordinateurs,historique
2026-06-01,35.2,16.1,52.8,47.0,Ordinateurs,historique
2026-06-02,32.5,13.9,49.8,47.0,Ordinateurs,historique
2026-06-03,33.8,16.0,52.1,45.0,Ordinateurs,historique
2026-06-04,33.4,13.2,52.4,60.0,Ordinateurs,historique
2026-06-05,33.1,13.7,50.8,41.0,Ordinateurs,historique
2026-06-06,34.7,16.8,52.7,27.0,Ordinateurs,historique
2026-06-07,35.2,15.8,52.7,24.0,Ordinateurs,historique
2026-06-08,35.9,18.2,53.7,24.0,Ordinateurs,historique
2026-06-09,33.3,14.4,51.3,39.0,Ordinateurs,historique
2026-06-10,34.6,16.2,53.4,26.0,Ordinateurs,historique
2026-06-11,34.2,17.3,54.6,12.0,Ordinateurs,historique
2026-06-12,33.8,15.8,52.5,27.0,Ordinateurs,historique
2026-06-13,35.5,16.4,53.3,15.0,Ordinateurs,historique
2026-06-14,35.9,17.3,54.0,42.0,Ordinateurs,historique
2026-06-15,36.6,18.6,56.0,32.0,Ordinateurs,historique
2026-06-16,34.0,14.8,52.0,32.0,Ordinateurs,historique
2026-06-17,35.3,16.9,54.6,34.0,Ordinateurs,historique
2026-06-18,34.9,15.6,53.9,34.0,Ordinateurs,historique
2026-06-19,34.6,15.3,51.8,17.0,Ordinateurs,historique
2026-06-20,36.2,19.1,55.1,125.0,Ordinateurs,historique
2026-06-21,36.7,19.9,55.8,131.0,Ordinateurs,historique
2026-06-22,37.4,18.3,56.1,150.0,Ordinateurs,historique
2026-06-23,34.8,16.6,53.4,24.0,Ordinateurs,historique
2026-06-24,36.1,17.5,54.6,41.0,Ordinateurs,historique
2026-06-25,35.6,15.6,53.9,38.0,Ordinateurs,historique
2026-06-26,35.3,17.5,53.8,37.0,Ordinateurs,historique
2026-06-27,36.9,18.1,55.0,21.0,Ordinateurs,historique
2026-06-28,37.4,19.0,56.3,33.0,Ordinateurs,historique
2026-06-29,38.1,19.7,56.7,43.0,Ordinateurs,historique
2026-06-30,35.5,16.5,54.1,19.0,Ordinateurs,historique
2026-07-01,36.8,20.7,55.2,,Ordinateurs,prevision
2026-07-02,36.4,18.3,55.6,,Ordinateurs,prevision
2026-07-03,36.1,19.0,54.2,,Ordinateurs,prevision
2026-07-04,37.7,18.8,56.6,,Ordinateurs,prevision
2026-07-05,38.2,20.1,56.4,,Ordinateurs,prevision
2026-07-06,38.9,20.4,58.5,,Ordinateurs,prevision
2026-07-07,36.2,17.9,55.0,,Ordinateurs,prevision
2026-07-08,37.5,20.3,56.0,,Ordinateurs,prevision
2026-07-09,37.1,21.1,56.0,,Ordinateurs,prevision
2026-07-10,36.8,18.7,55.6,,Ordinateurs,prevision
2026-07-11,38.4,20.9,56.9,,Ordinateurs,prevision
2026-07-12,38.9,19.8,59.2,,Ordinateurs,prevision
2026-07-13,39.6,19.9,57.3,,Ordinateurs,prevision
2026-07-14,37.0,18.6,53.4,,Ordinateurs,prevision
2026-07-15,38.3,20.3,57.5,,Ordinateurs,prevision
2026-07-16,37.9,19.1,56.4,,Ordinateurs,prevision
2026-07-17,37.5,18.6,55.2,,Ordinateurs,prevision
2026-07-18,39.2,20.4,56.6,,Ordinateurs,prevision
2026-07-19,39.6,20.9,57.4,,Ordinateurs,prevision
2026-07-20,40.3,21.7,57.8,,Ordinateurs,prevision
2026-07-21,37.7,19.3,56.3,,Ordinateurs,prevision
2026-07-22,39.0,20.3,57.1,,Ordinateurs,prevision
2026-07-23,38.6,18.8,55.8,,Ordinateurs,prevision
2026-07-24,38.3,20.0,55.7,,Ordinateurs,prevision
2026-07-25,39.9,21.4,58.2,,Ordinateurs,prevision
2026-07-26,40.4,21.9,57.9,,Ordinateurs,prevision
2026-07-27,41.1,21.9,59.5,,Ordinateurs,prevision
2026-07-28,38.5,19.2,57.8,,Ordinateurs,prevision
2026-07-29,39.8,20.8,57.3,,Ordinateurs,prevision
2026-07-30,39.3,21.6,58.3,,Ordinateurs,prevision
2025-07-01,44.3,-31.0,117.2,26.0,Smartphones & tablettes,historique
2025-07-02,47.2,-29.2,121.5,42.0,Smartphones & tablettes,historique
2025-07-03,47.2,-34.8,115.6,59.0,Smartphones & tablettes,historique
2025-07-04,48.2,-25.9,121.7,54.0,Smartphones & tablettes,historique
2025-07-05,59.7,-14.0,136.2,54.0,Smartphones & tablettes,historique
2025-07-06,58.8,-17.2,134.9,37.0,Smartphones & tablettes,historique
2025-07-07,58.5,-19.9,126.5,45.0,Smartphones & tablettes,historique
2025-07-08,45.9,-24.9,118.0,41.0,Smartphones & tablettes,historique
2025-07-09,48.8,-25.7,122.4,42.0,Smartphones & tablettes,historique
2025-07-10,48.7,-27.8,126.9,42.0,Smartphones & tablettes,historique
2025-07-11,49.8,-27.0,124.7,49.0,Smartphones & tablettes,historique
2025-07-12,61.2,-10.2,135.2,57.0,Smartphones & tablettes,historique
2025-07-13,60.3,-16.5,132.4,39.0,Smartphones & tablettes,historique
2025-07-14,60.1,-11.2,136.0,54.0,Smartphones & tablettes,historique
2025-07-15,47.5,-31.4,130.8,70.0,Smartphones & tablettes,historique
2025-07-16,50.3,-21.1,132.8,40.0,Smartphones & tablettes,historique
2025-07-17,50.3,-23.3,122.2,48.0,Smartphones & tablettes,historique
2025-07-18,51.3,-21.9,123.1,45.0,Smartphones & tablettes,historique
2025-07-19,62.8,-13.0,135.9,44.0,Smartphones & tablettes,historique
2025-07-20,61.9,-11.6,140.9,50.0,Smartphones & tablettes,historique
2025-07-21,61.7,-10.9,141.3,43.0,Smartphones & tablettes,historique
2025-07-22,49.0,-28.8,131.3,50.0,Smartphones & tablettes,historique
2025-07-23,51.9,-25.3,123.1,36.0,Smartphones & tablettes,historique
2025-07-24,51.9,-23.4,127.5,57.0,Smartphones & tablettes,historique
2025-07-25,52.9,-20.9,130.1,35.0,Smartphones & tablettes,historique
2025-07-26,64.4,-9.3,137.6,36.0,Smartphones & tablettes,historique
2025-07-27,63.5,-13.5,137.2,52.0,Smartphones & tablettes,historique
2025-07-28,63.2,-8.0,140.7,50.0,Smartphones & tablettes,historique
2025-07-29,50.6,-27.7,119.7,55.0,Smartphones & tablettes,historique
2025-07-30,53.5,-20.5,126.1,54.0,Smartphones & tablettes,historique
2025-07-31,53.4,-20.3,129.5,50.0,Smartphones & tablettes,historique
2025-08-01,54.5,-17.1,130.0,61.0,Smartphones & tablettes,historique
2025-08-02,65.9,-10.6,138.7,64.0,Smartphones & tablettes,historique
2025-08-03,65.0,-7.9,131.9,43.0,Smartphones & tablettes,historique
2025-08-04,64.8,-17.3,135.4,35.0,Smartphones & tablettes,historique
2025-08-05,52.2,-27.3,129.9,45.0,Smartphones & tablettes,historique
2025-08-06,55.0,-25.6,135.2,45.0,Smartphones & tablettes,historique
2025-08-07,55.0,-22.5,130.1,56.0,Smartphones & tablettes,historique
2025-08-08,56.0,-15.7,139.0,55.0,Smartphones & tablettes,historique
2025-08-09,67.5,-7.7,148.5,48.0,Smartphones & tablettes,historique
2025-08-10,66.6,-10.5,135.2,59.0,Smartphones & tablettes,historique
2025-08-11,66.3,-11.0,143.1,40.0,Smartphones & tablettes,historique
2025-08-12,53.7,-22.1,126.6,42.0,Smartphones & tablettes,historique
2025-08-13,56.6,-19.7,132.0,52.0,Smartphones & tablettes,historique
2025-08-14,56.6,-21.6,133.0,44.0,Smartphones & tablettes,historique
2025-08-15,57.6,-16.0,133.5,46.0,Smartphones & tablettes,historique
2025-08-16,69.1,-6.8,142.6,77.0,Smartphones & tablettes,historique
2025-08-17,68.2,-6.3,147.2,34.0,Smartphones & tablettes,historique
2025-08-18,67.9,-5.9,142.4,60.0,Smartphones & tablettes,historique
2025-08-19,55.3,-20.1,130.9,55.0,Smartphones & tablettes,historique
2025-08-20,58.1,-19.9,132.7,25.0,Smartphones & tablettes,historique
2025-08-21,58.1,-11.5,132.3,46.0,Smartphones & tablettes,historique
2025-08-22,59.2,-14.6,134.7,41.0,Smartphones & tablettes,historique
2025-08-23,70.6,-3.9,142.0,54.0,Smartphones & tablettes,historique
2025-08-24,69.7,-6.3,143.7,66.0,Smartphones & tablettes,historique
2025-08-25,69.5,-13.8,142.8,46.0,Smartphones & tablettes,historique
2025-08-26,56.8,-20.8,130.6,42.0,Smartphones & tablettes,historique
2025-08-27,59.7,-16.2,133.1,79.0,Smartphones & tablettes,historique
2025-08-28,59.7,-18.3,134.8,60.0,Smartphones & tablettes,historique
2025-08-29,60.7,-16.4,136.6,42.0,Smartphones & tablettes,historique
2025-08-30,72.2,-3.3,149.0,63.0,Smartphones & tablettes,historique
2025-08-31,71.3,1.8,148.4,62.0,Smartphones & tablettes,historique
2025-09-01,71.0,-0.2,151.2,86.0,Smartphones & tablettes,historique
2025-09-02,58.4,-15.7,139.0,91.0,Smartphones & tablettes,historique
2025-09-03,61.3,-14.9,136.2,86.0,Smartphones & tablettes,historique
2025-09-04,61.2,-15.0,139.9,90.0,Smartphones & tablettes,historique
2025-09-05,62.3,-8.8,132.4,63.0,Smartphones & tablettes,historique
2025-09-06,73.7,-4.0,155.1,98.0,Smartphones & tablettes,historique
2025-09-07,72.8,-0.5,146.3,94.0,Smartphones & tablettes,historique
2025-09-08,72.6,-1.7,137.7,84.0,Smartphones & tablettes,historique
2025-09-09,60.0,-14.7,137.7,104.0,Smartphones & tablettes,historique
2025-09-10,62.8,-15.9,137.4,90.0,Smartphones & tablettes,historique
2025-09-11,62.8,-11.2,134.0,79.0,Smartphones & tablettes,historique
2025-09-12,63.8,-8.9,136.6,92.0,Smartphones & tablettes,historique
2025-09-13,75.3,-3.0,151.0,89.0,Smartphones & tablettes,historique
2025-09-14,74.4,0.6,153.1,98.0,Smartphones & tablettes,historique
2025-09-15,74.2,-1.6,142.4,57.0,Smartphones & tablettes,historique
2025-09-16,61.5,-13.8,135.2,114.0,Smartphones & tablettes,historique
2025-09-17,64.4,-10.2,144.3,82.0,Smartphones & tablettes,historique
2025-09-18,64.4,-13.1,135.8,94.0,Smartphones & tablettes,historique
2025-09-19,65.4,-11.4,142.1,94.0,Smartphones & tablettes,historique
2025-09-20,76.9,3.5,153.8,76.0,Smartphones & tablettes,historique
2025-09-21,76.0,4.1,146.5,73.0,Smartphones & tablettes,historique
2025-09-22,75.7,5.3,150.8,93.0,Smartphones & tablettes,historique
2025-09-23,63.1,-15.9,136.0,96.0,Smartphones & tablettes,historique
2025-09-24,66.0,-10.5,138.0,75.0,Smartphones & tablettes,historique
2025-09-25,65.9,-11.3,144.4,60.0,Smartphones & tablettes,historique
2025-09-26,67.0,-1.7,140.7,76.0,Smartphones & tablettes,historique
2025-09-27,78.4,8.5,158.5,101.0,Smartphones & tablettes,historique
2025-09-28,77.5,2.7,154.9,106.0,Smartphones & tablettes,historique
2025-09-29,77.3,-0.6,154.2,81.0,Smartphones & tablettes,historique
2025-09-30,64.7,-10.6,139.8,83.0,Smartphones & tablettes,historique
2025-10-01,67.5,-4.6,140.5,65.0,Smartphones & tablettes,historique
2025-10-02,67.5,-8.2,149.3,61.0,Smartphones & tablettes,historique
2025-10-03,68.5,-4.7,142.2,52.0,Smartphones & tablettes,historique
2025-10-04,80.0,3.5,154.8,52.0,Smartphones & tablettes,historique
2025-10-05,79.1,9.0,156.3,40.0,Smartphones & tablettes,historique
2025-10-06,78.8,4.8,155.2,44.0,Smartphones & tablettes,historique
2025-10-07,66.2,-11.8,140.2,47.0,Smartphones & tablettes,historique
2025-10-08,69.1,-4.7,143.9,60.0,Smartphones & tablettes,historique
2025-10-09,69.1,-3.0,139.4,60.0,Smartphones & tablettes,historique
2025-10-10,70.1,-6.8,143.7,159.0,Smartphones & tablettes,historique
2025-10-11,81.6,5.4,154.3,127.0,Smartphones & tablettes,historique
2025-10-12,80.7,9.9,156.4,156.0,Smartphones & tablettes,historique
2025-10-13,80.4,7.2,154.9,148.0,Smartphones & tablettes,historique
2025-10-14,67.8,-8.5,144.7,141.0,Smartphones & tablettes,historique
2025-10-15,70.6,-3.9,148.6,129.0,Smartphones & tablettes,historique
2025-10-16,70.6,-3.9,147.2,180.0,Smartphones & tablettes,historique
2025-10-17,71.7,5.1,146.0,123.0,Smartphones & tablettes,historique
2025-10-18,83.1,-0.4,161.4,134.0,Smartphones & tablettes,historique
2025-10-19,82.2,7.6,154.4,155.0,Smartphones & tablettes,historique
2025-10-20,82.0,7.1,156.8,152.0,Smartphones & tablettes,historique
2025-10-21,69.3,-1.4,144.1,58.0,Smartphones & tablettes,historique
2025-10-22,72.2,1.7,149.9,51.0,Smartphones & tablettes,historique
2025-10-23,72.2,-3.2,149.3,55.0,Smartphones & tablettes,historique
2025-10-24,73.2,-3.7,144.4,55.0,Smartphones & tablettes,historique
2025-10-25,84.7,5.5,158.4,52.0,Smartphones & tablettes,historique
2025-10-26,83.8,7.2,148.2,56.0,Smartphones & tablettes,historique
2025-10-27,83.5,3.4,156.5,57.0,Smartphones & tablettes,historique
2025-10-28,70.9,-4.4,141.3,55.0,Smartphones & tablettes,historique
2025-10-29,73.8,0.1,145.9,45.0,Smartphones & tablettes,historique
2025-10-30,73.8,-2.7,145.4,64.0,Smartphones & tablettes,historique
2025-10-31,74.8,2.4,149.7,49.0,Smartphones & tablettes,historique
2025-11-01,86.2,8.9,164.1,51.0,Smartphones & tablettes,historique
2025-11-02,85.3,10.2,156.1,51.0,Smartphones & tablettes,historique
2025-11-03,85.1,8.2,162.8,49.0,Smartphones & tablettes,historique
2025-11-04,72.5,-1.3,149.6,45.0,Smartphones & tablettes,historique
2025-11-05,75.3,-4.3,148.3,39.0,Smartphones & tablettes,historique
2025-11-06,75.3,-1.5,151.2,73.0,Smartphones & tablettes,historique
2025-11-07,76.3,-0.3,152.9,64.0,Smartphones & tablettes,historique
2025-11-08,87.8,11.6,167.1,53.0,Smartphones & tablettes,historique
2025-11-09,86.9,10.4,166.0,60.0,Smartphones & tablettes,historique
2025-11-10,86.7,10.1,163.5,47.0,Smartphones & tablettes,historique
2025-11-11,74.0,-3.5,149.4,58.0,Smartphones & tablettes,historique
2025-11-12,76.9,0.6,160.7,57.0,Smartphones & tablettes,historique
2025-11-13,76.9,1.9,151.7,61.0,Smartphones & tablettes,historique
2025-11-14,77.9,4.9,151.3,62.0,Smartphones & tablettes,historique
2025-11-15,89.4,11.0,162.9,59.0,Smartphones & tablettes,historique
2025-11-16,88.5,12.0,169.2,76.0,Smartphones & tablettes,historique
2025-11-17,88.2,12.0,168.5,47.0,Smartphones & tablettes,historique
2025-11-18,75.6,1.5,145.5,62.0,Smartphones & tablettes,historique
2025-11-19,78.5,4.0,153.2,48.0,Smartphones & tablettes,historique
2025-11-20,78.4,-2.9,152.4,61.0,Smartphones & tablettes,historique
2025-11-21,79.5,4.8,154.5,62.0,Smartphones & tablettes,historique
2025-11-22,90.9,16.6,165.8,55.0,Smartphones & tablettes,historique
2025-11-23,90.0,17.7,173.4,62.0,Smartphones & tablettes,historique
2025-11-24,89.8,17.4,166.7,164.0,Smartphones & tablettes,historique
2025-11-25,77.2,-1.8,153.2,177.0,Smartphones & tablettes,historique
2025-11-26,80.0,0.1,156.2,214.0,Smartphones & tablettes,historique
2025-11-27,80.0,4.9,148.5,175.0,Smartphones & tablettes,historique
2025-11-28,81.0,8.8,156.6,271.0,Smartphones & tablettes,historique
2025-11-29,92.5,13.2,164.4,255.0,Smartphones & tablettes,historique
2025-11-30,91.6,16.6,163.7,228.0,Smartphones & tablettes,historique
2025-12-01,91.3,15.9,160.0,85.0,Smartphones & tablettes,historique
2025-12-02,78.7,1.2,151.0,43.0,Smartphones & tablettes,historique
2025-12-03,81.6,4.5,156.4,61.0,Smartphones & tablettes,historique
2025-12-04,81.6,3.7,161.3,57.0,Smartphones & tablettes,historique
2025-12-05,82.6,6.5,157.3,48.0,Smartphones & tablettes,historique
2025-12-06,94.1,18.0,171.9,65.0,Smartphones & tablettes,historique
2025-12-07,93.2,19.2,170.0,58.0,Smartphones & tablettes,historique
2025-12-08,92.9,19.3,171.6,91.0,Smartphones & tablettes,historique
2025-12-09,80.3,1.3,161.9,70.0,Smartphones & tablettes,historique
2025-12-10,83.1,11.3,159.2,46.0,Smartphones & tablettes,historique
2025-12-11,83.1,10.2,160.8,42.0,Smartphones & tablettes,historique
2025-12-12,84.2,11.6,163.6,66.0,Smartphones & tablettes,historique
2025-12-13,95.6,15.3,170.4,65.0,Smartphones & tablettes,historique
